Data from Al_FLMS009871__259__12-17-25-451.txt Node

Date: Fri Mar 08 12:17:25 CST 2024
User: pe5414po
Spectrometer: FLMS00987
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
188.938	-72.12
189.409	-72.12
189.879	-72.12
190.349	-41.69
190.819	-72.12
191.29	-109.57
191.76	-118.93
192.23	-123.61
192.7	-83.82
193.17	-39.35
193.64	-132.97
194.109	-53.39
194.579	-60.42
195.049	-6.58
195.519	75.34
195.988	122.15
196.458	49.59
196.927	112.78
197.397	58.95
197.866	152.57
198.336	157.25
198.805	185.34
199.274	175.98
199.744	138.53
200.213	218.11
200.682	192.36
201.151	206.41
201.62	262.58
202.089	257.9
202.558	278.96
203.027	337.48
203.495	297.69
203.964	339.82
204.433	271.94
204.902	300.03
205.37	316.41
205.839	271.94
206.307	353.86
206.776	311.73
207.244	330.45
207.712	318.75
208.181	358.54
208.649	276.62
209.117	344.5
209.585	307.05
210.053	293.01
210.521	269.6
210.989	290.67
211.457	304.71
211.925	290.67
212.393	283.64
212.861	239.17
213.328	358.54
213.796	309.39
214.264	335.14
214.731	358.54
215.199	342.16
215.666	250.88
216.133	339.82
216.601	295.35
217.068	297.69
217.535	290.67
218.003	248.54
218.47	339.82
218.937	398.33
219.404	285.98
219.871	278.96
220.338	239.17
220.805	246.2
221.271	342.16
221.738	257.9
222.205	314.07
222.671	281.3
223.138	255.56
223.605	187.68
224.071	328.11
224.538	328.11
225.004	274.28
225.47	260.24
225.937	246.2
226.403	283.64
226.869	311.73
227.335	321.09
227.801	337.48
228.267	339.82
228.733	241.51
229.199	278.96
229.665	255.56
230.131	297.69
230.597	274.28
231.062	267.26
231.528	243.85
231.994	283.64
232.459	304.71
232.925	288.32
233.39	295.35
233.856	288.32
234.321	264.92
234.786	290.67
235.252	253.22
235.717	285.98
236.182	346.84
236.647	283.64
237.112	269.6
237.577	311.73
238.042	337.48
238.507	255.56
238.972	288.32
239.436	276.62
239.901	293.01
240.366	330.45
240.83	260.24
241.295	323.43
241.76	257.9
242.224	311.73
242.688	264.92
243.153	239.17
243.617	285.98
244.081	328.11
244.545	297.69
245.01	288.32
245.474	332.79
245.938	342.16
246.402	302.37
246.866	337.48
247.33	318.75
247.793	290.67
248.257	271.94
248.721	316.41
249.185	278.96
249.648	335.14
250.112	395.99
250.575	297.69
251.039	253.22
251.502	285.98
251.965	323.43
252.429	278.96
252.892	332.79
253.355	321.09
253.818	257.9
254.281	281.3
254.744	300.03
255.207	234.49
255.67	297.69
256.133	271.94
256.596	325.77
257.059	250.88
257.522	297.69
257.984	337.48
258.447	274.28
258.909	342.16
259.372	314.07
259.834	295.35
260.297	307.05
260.759	293.01
261.221	314.07
261.684	276.62
262.146	300.03
262.608	342.16
263.07	227.47
263.532	285.98
263.994	271.94
264.456	307.05
264.918	328.11
265.38	297.69
265.842	314.07
266.303	293.01
266.765	267.26
267.227	274.28
267.688	248.54
268.15	314.07
268.611	381.95
269.072	356.2
269.534	288.32
269.995	314.07
270.456	318.75
270.918	370.24
271.379	321.09
271.84	318.75
272.301	328.11
272.762	321.09
273.223	295.35
273.684	344.5
274.144	278.96
274.605	316.41
275.066	325.77
275.527	276.62
275.987	356.2
276.448	300.03
276.908	300.03
277.369	267.26
277.829	323.43
278.289	236.83
278.75	269.6
279.21	307.05
279.67	346.84
280.13	271.94
280.59	293.01
281.05	243.85
281.51	304.71
281.97	293.01
282.43	316.41
282.89	330.45
283.35	260.24
283.809	276.62
284.269	372.58
284.729	309.39
285.188	358.54
285.648	328.11
286.107	332.79
286.567	323.43
287.026	363.22
287.485	288.32
287.944	278.96
288.404	328.11
288.863	346.84
289.322	365.56
289.781	300.03
290.24	342.16
290.699	288.32
291.158	293.01
291.616	307.05
292.075	321.09
292.534	332.79
292.992	379.61
293.451	410.03
293.91	318.75
294.368	325.77
294.827	295.35
295.285	295.35
295.743	304.71
296.202	316.41
296.66	257.9
297.118	285.98
297.576	356.2
298.034	300.03
298.492	323.43
298.95	285.98
299.408	342.16
299.866	321.09
300.324	307.05
300.781	285.98
301.239	309.39
301.697	271.94
302.154	297.69
302.612	332.79
303.069	337.48
303.527	260.24
303.984	288.32
304.441	346.84
304.899	309.39
305.356	344.5
305.813	253.22
306.27	337.48
306.727	339.82
307.184	274.28
