Data from Al_FLMS009871__599__14-46-41-615.txt Node

Date: Fri Mar 08 14:46:41 CST 2024
User: pe5414po
Spectrometer: FLMS00987
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
188.938	-90.55
189.409	-90.55
189.879	-90.55
190.349	-76.51
190.819	-74.17
191.29	-57.78
191.76	-57.78
192.23	-88.21
192.7	-125.66
193.17	-76.51
193.64	-46.08
194.109	-102.25
194.579	-41.4
195.049	28.82
195.519	38.18
195.988	45.2
196.458	54.56
196.927	127.12
197.397	73.29
197.866	77.97
198.336	150.53
198.805	145.84
199.274	187.97
199.744	197.34
200.213	199.68
200.682	176.27
201.151	206.7
201.62	246.49
202.089	293.3
202.558	288.62
203.027	309.68
203.495	255.85
203.964	279.26
204.433	335.43
204.902	328.41
205.37	312.02
205.839	330.75
206.307	309.68
206.776	258.19
207.244	260.53
207.712	302.66
208.181	326.07
208.649	297.98
209.117	300.32
209.585	356.49
210.053	265.21
210.521	342.45
210.989	267.55
211.457	274.57
211.925	237.13
212.393	344.79
212.861	258.19
213.328	281.6
213.796	274.57
214.264	302.66
214.731	258.19
215.199	347.13
215.666	307.34
216.133	260.53
216.601	293.3
217.068	286.28
217.535	354.15
218.003	244.15
218.47	281.6
218.937	302.66
219.404	272.23
219.871	258.19
220.338	316.7
220.805	260.53
221.271	288.62
221.738	171.59
222.205	286.28
222.671	253.51
223.138	276.91
223.605	216.06
224.071	335.43
224.538	267.55
225.004	279.26
225.47	234.78
225.937	297.98
226.403	272.23
226.869	309.68
227.335	272.23
227.801	302.66
228.267	272.23
228.733	326.07
229.199	269.89
229.665	283.94
230.131	269.89
230.597	363.51
231.062	305
231.528	300.32
231.994	307.34
232.459	328.41
232.925	305
233.39	305
233.856	260.53
234.321	295.64
234.786	274.57
235.252	295.64
235.717	295.64
236.182	319.04
236.647	276.91
237.112	283.94
237.577	276.91
238.042	375.22
238.507	330.75
238.972	276.91
