Data from Al_FLMS009871__750__15-15-02-926.txt Node

Date: Fri Mar 08 15:15:02 CST 2024
User: pe5414po
Spectrometer: FLMS00987
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
188.938	-78.26
189.409	-78.26
189.879	-78.26
190.349	-146.14
190.819	-82.94
191.29	-45.49
191.76	-127.41
192.23	-71.24
192.7	-54.86
193.17	-104.01
193.64	-47.83
194.109	-17.41
194.579	15.36
195.049	-15.07
195.519	-15.07
195.988	27.06
196.458	83.24
196.927	71.53
197.397	38.77
197.866	132.39
198.336	130.05
198.805	97.28
199.274	160.47
199.744	200.26
200.213	214.31
200.682	209.62
201.151	249.41
201.62	237.71
202.089	155.79
202.558	176.86
203.027	324.31
203.495	263.46
203.964	291.54
204.433	258.78
204.902	279.84
205.37	282.18
205.839	242.39
206.307	279.84
206.776	263.46
207.244	284.52
207.712	312.61
208.181	284.52
208.649	307.93
209.117	336.01
209.585	296.22
210.053	254.09
210.521	244.73
210.989	317.29
211.457	293.88
211.925	282.18
212.393	256.43
212.861	336.01
213.328	247.07
213.796	328.99
214.264	247.07
214.731	286.86
215.199	293.88
215.666	258.78
216.133	289.2
216.601	314.95
217.068	249.41
217.535	244.73
218.003	235.37
218.47	298.56
218.937	235.37
219.404	300.91
219.871	237.71
220.338	237.71
220.805	256.43
221.271	233.03
221.738	298.56
222.205	277.5
222.671	282.18
223.138	226.01
223.605	289.2
224.071	289.2
224.538	338.35
225.004	247.07
225.47	289.2
225.937	303.25
226.403	223.67
226.869	209.62
227.335	324.31
227.801	321.97
228.267	282.18
228.733	261.12
229.199	230.69
229.665	230.69
230.131	254.09
230.597	233.03
231.062	251.75
231.528	282.18
231.994	254.09
232.459	247.07
232.925	284.52
233.39	284.52
233.856	279.84
234.321	293.88
234.786	183.88
235.252	272.82
235.717	305.59
236.182	289.2
236.647	282.18
237.112	254.09
237.577	275.16
238.042	300.91
238.507	242.39
238.972	279.84
239.436	312.61
239.901	263.46
