Data from Al_FLMS009871__871__16-14-59-933.txt Node

Date: Fri Mar 08 16:14:59 CST 2024
User: pe5414po
Spectrometer: FLMS00987
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
188.938	-74.02
189.409	-74.02
189.879	-74.02
190.349	-139.55
190.819	-57.64
191.29	-78.7
191.76	-64.66
192.23	-76.36
192.7	-116.15
193.17	-85.72
193.64	-24.87
194.109	-134.87
194.579	-43.59
195.049	3.22
195.519	7.9
195.988	57.05
196.458	50.03
196.927	99.18
197.397	117.9
197.866	143.65
198.336	145.99
198.805	211.53
199.274	78.12
199.744	232.59
200.213	248.97
200.682	204.5
201.151	190.46
201.62	239.61
202.089	251.32
202.558	288.76
203.027	298.13
203.495	394.09
203.964	237.27
204.433	335.57
204.902	293.44
205.37	316.85
205.839	305.15
206.307	314.51
206.776	298.13
207.244	267.7
207.712	284.08
208.181	298.13
208.649	316.85
209.117	241.95
209.585	316.85
210.053	351.96
210.521	260.68
210.989	284.08
211.457	284.08
211.925	307.49
212.393	260.68
212.861	265.36
213.328	361.32
213.796	300.47
214.264	293.44
214.731	279.4
215.199	248.97
215.666	293.44
216.133	305.15
216.601	319.19
217.068	307.49
217.535	307.49
218.003	244.29
218.47	288.76
218.937	277.06
219.404	265.36
219.871	298.13
220.338	295.79
220.805	335.57
221.271	293.44
221.738	263.02
222.205	288.76
222.671	284.08
223.138	316.85
223.605	267.7
224.071	309.83
224.538	260.68
225.004	267.7
225.47	302.81
225.937	251.32
226.403	323.87
226.869	293.44
227.335	312.17
227.801	314.51
228.267	279.4
228.733	260.68
229.199	314.51
229.665	323.87
230.131	279.4
230.597	270.04
231.062	153.01
231.528	265.36
231.994	293.44
232.459	307.49
232.925	326.21
233.39	319.19
233.856	239.61
234.321	305.15
234.786	335.57
235.252	335.57
235.717	286.42
236.182	288.76
236.647	363.66
237.112	270.04
237.577	321.53
238.042	298.13
238.507	321.53
238.972	284.08
239.436	288.76
239.901	277.06
240.366	270.04
240.83	267.7
241.295	347.28
241.76	302.81
242.224	256
242.688	274.72
243.153	340.26
243.617	248.97
244.081	258.34
244.545	267.7
245.01	281.74
245.474	286.42
245.938	270.04
246.402	279.4
246.866	326.21
247.33	258.34
247.793	256
248.257	298.13
248.721	284.08
249.185	316.85
249.648	260.68
250.112	225.57
250.575	256
251.039	314.51
251.502	293.44
251.965	312.17
252.429	272.38
252.892	323.87
253.355	354.3
253.818	272.38
254.281	272.38
254.744	216.21
255.207	218.55
255.67	316.85
256.133	295.79
256.596	300.47
257.059	220.89
257.522	258.34
257.984	293.44
258.447	307.49
258.909	281.74
259.372	340.26
259.834	288.76
260.297	323.87
260.759	302.81
261.221	351.96
261.684	258.34
262.146	270.04
262.608	256
263.07	263.02
263.532	321.53
263.994	288.76
264.456	293.44
264.918	347.28
265.38	267.7
265.842	309.83
266.303	302.81
266.765	267.7
267.227	361.32
267.688	316.85
268.15	361.32
268.611	389.41
269.072	330.89
269.534	344.94
269.995	354.3
270.456	293.44
270.918	288.76
271.379	305.15
271.84	354.3
272.301	293.44
272.762	356.64
273.223	321.53
273.684	368.34
274.144	284.08
274.605	314.51
275.066	342.6
275.527	295.79
275.987	220.89
276.448	305.15
276.908	288.76
277.369	340.26
277.829	293.44
278.289	344.94
278.75	373.02
279.21	330.89
279.67	351.96
280.13	258.34
280.59	270.04
281.05	279.4
281.51	342.6
281.97	330.89
282.43	377.7
282.89	358.98
283.35	293.44
283.809	288.76
284.269	248.97
284.729	291.1
285.188	272.38
285.648	347.28
286.107	288.76
286.567	307.49
287.026	305.15
287.485	319.19
287.944	291.1
288.404	213.87
288.863	256
289.322	326.21
289.781	351.96
290.24	333.23
290.699	265.36
291.158	323.87
291.616	288.76
292.075	302.81
292.534	274.72
292.992	356.64
293.451	279.4
293.91	340.26
294.368	300.47
294.827	295.79
295.285	319.19
295.743	293.44
296.202	347.28
296.66	347.28
297.118	274.72
297.576	309.83
298.034	253.66
298.492	333.23
298.95	258.34
299.408	244.29
299.866	305.15
300.324	291.1
300.781	312.17
301.239	307.49
301.697	267.7
302.154	288.76
302.612	337.91
303.069	300.47
303.527	293.44
303.984	316.85
304.441	298.13
304.899	277.06
305.356	277.06
305.813	323.87
306.27	312.17
306.727	316.85
307.184	363.66
307.641	344.94
308.098	307.49
308.555	375.36
309.012	293.44
309.468	270.04
309.925	335.57
310.382	340.26
310.838	342.6
311.295	342.6
311.751	293.44
312.208	284.08
312.664	328.55
313.12	321.53
313.577	340.26
314.033	300.47
314.489	234.93
314.945	281.74
315.401	295.79
315.857	277.06
